MR ID,MR Date,Subject,ScanId,ScanType,SeriesDesc,Project,stat_mean,stat_snr,stat_stddev,AGAR_SFNR,PercentFluctuation,Drift,rdc,meanfwhmx,meanfwhmy,meanfwhmz,meanghost,meanbrightghost,driftfit,BIRN_HUMAN_MEAN,BIRN_HUMAN_SNR,BIRN_HUMAN_SFNR,BIRN_HUMAN_MEAN_MASKED_FWHMX,BIRN_HUMAN_MEAN_MASKED_FWHMY,BIRN_HUMAN_MEAN_MASKED_FWHMZ,XNAT_QCASSESSMENTDATA ID,Scanner,Subject Label
AGAR_ABCD07_64chBay2_20180427,2018-04-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1013.9,401.2,0.19,408.5,0.02,0.39,21.2,2.846,2.387,2.962,3.687,7.09,0.37,1631.3,628.7,1.352409214E8,3.431,3.025,4.229,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180427,2018-04-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,620.0,67.7,0.51,68.4,0.08,1.58,22.7,2.13,1.741,1.11,4.823,11.911,1.01,1209.5,133.7,116.3,2.27,2.068,1.721,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180501,2018-05-01,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1067.0,450.5,0.21,430.4,0.02,0.35,18.4,2.857,2.416,2.959,3.724,7.397,0.28,1667.2,671.5,1.694030077E8,3.467,3.178,4.654,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180501,2018-05-01,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,651.5,67.7,0.52,71.3,0.08,1.42,22.3,2.133,1.744,1.118,4.691,11.284,0.93,1242.8,137.3,118.3,2.263,1.994,1.659,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180504,2018-05-04,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,652.7,73.9,0.5,71.8,0.08,1.31,23.2,2.135,1.747,1.122,4.672,11.111,1.09,1276.2,142.3,120.7,2.335,2.052,1.647,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180504,2018-05-04,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1068.9,423.0,0.21,429.6,0.02,0.3,19.6,2.899,2.461,3.015,3.643,7.177,0.26,1680.7,636.2,5.66232213E7,3.988,3.49,5.284,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180508,2018-05-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1051.9,420.7,0.21,424.5,0.02,0.32,17.5,2.89,2.445,3.063,3.739,7.373,0.29,1679.3,669.0,3.81260935E7,3.759,3.311,4.841,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180508,2018-05-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,638.8,69.8,0.52,70.2,0.08,1.48,21.0,2.132,1.743,1.13,4.736,11.113,1.09,1247.2,136.8,118.5,2.309,2.034,1.662,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180515,2018-05-15,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1047.7,427.1,0.24,422.7,0.02,0.3,15.0,2.767,2.373,2.786,3.669,7.256,0.23,1603.3,631.2,1.316858788E8,3.245,2.963,4.198,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180515,2018-05-15,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,635.9,67.3,0.45,68.1,0.07,1.4,25.6,2.127,1.751,1.091,4.905,12.779,1.16,1236.7,139.3,118.8,2.256,1.977,1.625,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180520,2018-05-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,644.3,69.4,0.45,69.8,0.07,1.84,25.0,2.137,1.749,1.113,4.959,12.642,1.51,1378.7,154.5,128.9,2.35,2.106,1.789,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180520,2018-05-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1057.7,415.0,0.2,426.5,0.02,0.38,19.4,2.814,2.382,2.899,3.635,7.581,0.3,1627.5,630.0,4.915399602E8,3.589,3.434,4.804,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180522,2018-05-22,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1081.7,431.7,0.19,436.9,0.02,0.3,20.5,2.869,2.442,3.001,3.668,7.177,0.26,1710.3,664.3,9.42680452E7,3.271,2.913,4.004,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180522,2018-05-22,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,651.9,69.1,0.51,71.7,0.08,1.43,20.8,2.135,1.747,1.109,4.743,11.466,1.07,1281.9,139.8,121.5,2.275,1.986,1.706,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180529,2018-05-29,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,659.7,71.4,0.47,71.5,0.07,2.16,25.2,2.13,1.748,1.102,4.867,12.686,1.74,1292.3,142.4,123.9,2.415,2.44,2.425,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180603,2018-06-03,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1040.8,424.4,0.2,420.2,0.02,0.43,17.7,2.902,2.442,2.998,3.789,8.338,0.4,1736.2,674.2,8.55923501E8,3.765,3.411,4.785,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180603,2018-06-03,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,642.6,71.3,0.49,70.5,0.08,1.86,23.8,2.141,1.756,1.127,4.834,12.617,1.49,1465.7,158.1,8.47272774E7,2.367,2.051,1.893,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180610,2018-06-10,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1054.9,423.5,0.18,423.8,0.02,0.33,22.9,2.842,2.406,2.917,3.698,7.293,0.27,1664.5,649.3,9.35492185E7,3.668,3.397,4.661,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180616,2018-06-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1113.1,446.6,0.22,449.5,0.02,0.42,15.7,2.843,2.421,2.992,3.643,7.329,0.36,1647.2,655.9,3.278472255E8,3.906,3.283,5.125,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180616,2018-06-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,677.6,75.4,0.46,73.4,0.07,1.58,26.9,2.135,1.756,1.156,4.92,12.926,1.28,1320.7,147.3,125.2,2.317,2.023,1.755,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180621,2018-06-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,647.5,72.9,0.49,71.1,0.08,1.35,23.6,2.131,1.746,1.105,4.914,12.703,0.96,1259.6,141.2,120.4,2.286,2.003,1.676,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180621,2018-06-21,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1069.9,435.7,0.21,431.0,0.02,0.27,18.2,2.865,2.424,2.989,3.695,7.292,0.23,1670.9,632.3,9.37534659E7,3.766,3.652,5.386,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180627,2018-06-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1059.9,420.7,0.2,425.7,0.02,0.35,19.6,2.857,2.429,3.008,3.599,7.016,0.31,1594.9,622.0,2.449613736E8,3.597,3.036,4.679,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180627,2018-06-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,643.7,68.9,0.5,70.2,0.08,1.59,22.5,2.137,1.752,1.129,4.903,12.098,1.19,1262.9,138.3,119.4,2.344,2.01,1.851,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180708,2018-07-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1092.3,429.5,0.26,440.7,0.02,0.36,16.7,2.811,2.376,2.949,3.606,6.987,0.29,1637.7,655.4,3.68579684E7,3.563,3.126,4.843,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180708,2018-07-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,665.7,71.0,0.57,72.1,0.09,1.36,20.4,2.13,1.746,1.098,4.76,11.785,1.04,1243.9,136.1,119.8,2.284,1.99,1.684,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180712,2018-07-12,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,708.2,77.3,0.5,77.7,0.07,1.37,22.8,2.131,1.745,1.108,4.694,11.733,1.04,1305.1,145.0,123.4,2.279,1.987,1.698,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180712,2018-07-12,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1148.4,471.1,0.21,462.9,0.02,0.34,16.2,2.881,2.439,2.972,3.561,6.991,0.31,1734.2,642.6,1.25369423E8,3.699,3.347,4.908,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180717,2018-07-17,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1077.8,422.2,0.21,436.5,0.02,0.35,18.1,2.847,2.41,2.929,3.637,7.072,0.31,1679.4,636.8,1.873018294E8,3.759,3.329,5.032,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180717,2018-07-17,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,657.7,73.0,0.54,72.4,0.08,1.32,19.6,2.135,1.748,1.111,4.785,11.75,0.96,1253.8,139.0,119.5,2.334,2.027,1.712,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180725,2018-07-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,659.5,75.0,0.49,72.3,0.07,1.35,22.4,2.131,1.745,1.115,4.804,12.244,0.95,1250.5,143.1,119.5,2.252,2.008,1.726,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180725,2018-07-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1085.4,435.8,0.24,436.6,0.02,0.32,16.7,2.861,2.419,2.936,3.633,6.977,0.25,1658.8,637.7,1.286561987E8,3.47,3.057,4.419,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180801,2018-08-01,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,654.4,72.1,0.43,71.2,0.07,1.61,26.0,2.127,1.741,1.119,4.789,11.746,1.31,1213.8,134.6,117.8,2.387,2.039,1.907,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180801,2018-08-01,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1074.5,446.7,0.21,434.2,0.02,0.38,20.7,2.81,2.371,2.97,3.64,6.993,0.34,1618.1,647.7,624.4,3.991,3.369,5.828,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180807,2018-08-07,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1122.0,455.0,0.21,450.4,0.02,0.43,17.8,2.946,2.484,3.067,3.727,7.486,0.38,1742.5,667.2,3.177197453E8,3.483,3.06,4.249,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180807,2018-08-07,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,674.2,74.5,0.51,74.9,0.08,1.53,21.1,2.138,1.751,1.132,4.764,11.458,1.08,1297.3,144.8,121.8,2.273,1.984,1.63,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180815,2018-08-15,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1089.5,425.7,0.2,439.3,0.02,0.38,18.6,2.896,2.488,3.006,3.559,6.826,0.37,1622.7,587.7,1.10100106E8,3.951,3.419,5.437,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180815,2018-08-15,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,673.5,74.7,0.48,73.8,0.07,1.66,23.1,2.126,1.742,1.126,4.79,12.502,1.09,1238.6,138.4,118.9,2.347,2.123,1.929,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180821,2018-08-21,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1067.7,429.7,0.19,429.7,0.02,0.31,19.4,2.86,2.445,3.049,3.621,7.14,0.26,1633.9,658.0,2.619366443E8,3.677,3.237,4.917,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180821,2018-08-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,652.1,71.6,0.54,71.3,0.08,1.38,21.4,2.128,1.742,1.11,4.742,11.498,0.9,1308.5,144.0,123.9,2.279,1.999,1.611,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180830,2018-08-30,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,634.3,69.9,0.52,69.4,0.08,1.17,21.3,2.139,1.755,1.147,4.721,11.542,0.86,1224.4,136.1,117.6,2.264,1.995,1.655,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180830,2018-08-30,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1044.8,401.0,0.2,419.9,0.02,0.36,20.7,2.874,2.444,3.067,3.534,6.566,0.31,1645.6,644.3,1.90000913E7,3.472,3.096,4.371,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180915,2018-09-15,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1124.9,463.4,0.23,451.6,0.02,0.32,17.7,2.837,2.43,2.93,3.594,6.952,0.26,1701.9,658.1,1.459423908E8,3.419,3.16,4.222,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180915,2018-09-15,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,681.7,72.6,0.43,74.2,0.06,1.24,25.2,2.136,1.754,1.103,4.679,11.405,1.04,1308.5,146.0,125.4,2.434,2.075,1.967,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180919,2018-09-19,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,658.0,72.1,0.48,71.8,0.07,1.34,24.2,2.138,1.755,1.12,4.693,11.247,1.06,1350.6,147.6,126.5,2.292,2.03,1.664,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180919,2018-09-19,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1084.1,427.1,0.19,434.7,0.02,0.35,23.4,2.919,2.475,3.048,3.587,6.928,0.32,1715.9,626.0,3.709621704E8,3.68,3.244,4.707,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180924,2018-09-24,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1101.9,431.7,0.23,442.5,0.02,0.26,17.1,2.86,2.426,2.942,3.595,6.847,0.21,1701.5,634.7,1.103358852E8,3.454,3.037,4.387,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180924,2018-09-24,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,666.7,73.6,0.46,72.9,0.07,1.12,25.0,2.129,1.747,1.098,4.713,11.742,0.84,1276.6,143.6,122.3,2.265,2.011,1.7,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180927,2018-09-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1085.3,442.6,0.21,438.6,0.02,0.27,16.1,2.88,2.458,3.03,3.671,7.105,0.21,1700.6,662.7,1.891583368E8,3.688,3.147,4.902,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20180927,2018-09-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,644.8,67.5,0.44,71.0,0.07,1.5,25.6,2.139,1.757,1.101,4.785,11.753,1.13,1272.9,143.4,122.4,2.465,2.075,2.094,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181002,2018-10-02,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,651.9,70.4,0.5,71.4,0.08,1.42,23.3,2.129,1.747,1.105,4.708,11.22,0.88,1236.5,136.4,118.9,2.295,2.059,1.723,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181002,2018-10-02,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1071.5,415.3,0.23,428.9,0.02,0.36,17.5,2.858,2.412,3.014,3.606,6.669,0.31,1648.4,625.0,1.86595247E7,3.689,3.209,4.896,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181010,2018-10-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,640.3,69.0,0.49,70.3,0.08,1.6,24.2,2.132,1.745,1.14,4.736,11.576,1.17,1204.5,132.3,116.8,2.26,1.962,1.682,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181010,2018-10-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1055.8,427.0,0.2,426.6,0.02,0.39,21.0,2.844,2.393,3.016,3.603,6.752,0.33,1614.1,630.4,614.4,3.27,2.939,4.115,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181016,2018-10-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1079.2,434.5,0.23,431.8,0.02,0.28,18.2,2.885,2.442,2.986,3.577,6.849,0.21,1682.4,665.6,1.299073125E8,3.397,3.032,4.24,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181016,2018-10-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,651.8,70.8,0.47,70.9,0.07,1.26,22.7,2.129,1.746,1.11,4.73,12.002,0.93,1279.9,143.3,122.0,2.27,2.014,1.625,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181024,2018-10-24,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1060.6,422.6,0.19,426.7,0.02,0.21,21.7,2.808,2.38,2.977,3.539,6.494,0.19,1601.4,603.3,1.90000866E7,3.296,2.945,4.117,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181024,2018-10-24,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,649.1,66.6,0.48,71.2,0.07,1.16,25.4,2.131,1.744,1.111,4.714,11.447,0.75,1168.7,128.6,113.2,2.286,2.027,1.712,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181029,2018-10-29,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,647.0,72.5,0.45,71.3,0.07,2.17,23.9,2.132,1.744,1.132,4.721,11.28,1.74,1255.6,143.7,120.4,2.3,2.012,1.767,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181029,2018-10-29,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1057.5,447.4,0.2,425.0,0.02,0.48,20.3,2.863,2.433,2.941,3.553,6.698,0.44,1650.8,639.5,627.4,3.41,3.062,4.242,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181106,2018-11-06,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,642.3,72.0,0.46,70.6,0.07,1.24,24.8,2.139,1.754,1.135,4.68,11.161,0.91,1246.1,140.0,119.5,2.274,1.995,1.7,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181106,2018-11-06,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1064.4,416.3,0.17,426.5,0.02,0.28,24.8,2.878,2.462,3.023,3.6,6.788,0.24,1664.9,649.4,3.78530232E7,3.492,3.166,4.395,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181116,2018-11-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,630.0,69.7,0.6,68.8,0.09,1.35,19.6,2.138,1.751,1.149,4.72,11.28,0.93,1250.0,139.6,119.2,2.3,1.978,1.739,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181116,2018-11-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1049.1,412.4,0.2,420.7,0.02,0.24,17.1,2.822,2.387,2.937,3.619,6.855,0.18,1643.1,639.1,9.61143398E7,3.212,2.887,3.955,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181125,2018-11-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,648.5,70.5,0.46,70.5,0.07,1.4,26.2,2.133,1.747,1.122,4.691,11.249,1.19,1270.7,141.0,121.1,2.356,2.024,1.904,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181125,2018-11-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1074.4,429.1,0.22,429.7,0.02,0.31,18.1,2.913,2.501,3.055,3.562,6.687,0.26,1651.7,661.4,1.498415727E8,3.44,3.109,4.355,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181128,2018-11-28,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1037.0,418.6,0.18,416.4,0.02,0.5,21.9,2.987,2.575,3.117,3.555,6.742,0.44,1656.9,659.8,1.144405043E8,3.491,3.12,4.295,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181128,2018-11-28,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,633.4,71.6,0.5,69.5,0.08,1.88,22.3,2.143,1.761,1.149,4.702,11.203,1.52,1281.7,145.7,121.6,2.281,2.025,1.721,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181206,2018-12-06,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,632.4,67.7,0.45,69.1,0.07,1.22,26.3,2.138,1.753,1.172,4.626,11.083,0.98,1205.8,131.8,116.3,2.263,1.98,1.684,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181206,2018-12-06,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1031.0,398.0,0.22,410.0,0.02,0.32,18.1,2.993,2.589,3.358,3.517,6.589,0.28,1592.9,618.1,602.7,3.461,3.1,4.37,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181213,2018-12-13,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,647.2,68.2,0.57,70.4,0.09,1.55,19.8,2.141,1.758,1.133,4.698,11.259,1.11,1270.2,138.4,120.9,2.277,2.019,1.818,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181213,2018-12-13,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1060.3,423.5,0.25,421.9,0.02,0.4,14.9,2.975,2.571,3.243,3.518,6.682,0.3,1646.7,663.5,1.504980751E8,3.445,3.108,4.382,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181219,2018-12-19,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,641.7,68.5,0.49,69.9,0.08,1.32,26.4,2.138,1.753,1.131,4.736,11.465,0.99,1260.6,139.7,120.7,2.335,2.013,1.813,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181219,2018-12-19,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1070.0,432.0,0.22,428.8,0.02,0.27,16.7,2.942,2.55,3.198,3.583,6.754,0.21,1663.8,651.0,1.519123593E8,3.31,3.025,4.032,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181227,2018-12-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1050.8,421.7,0.23,420.5,0.02,0.38,17.6,2.888,2.44,3.096,3.628,6.86,0.32,1668.3,658.2,3.80627158E7,3.669,3.343,4.793,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20181227,2018-12-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,631.0,67.4,0.51,69.1,0.08,1.3,21.2,2.136,1.749,1.123,4.738,11.218,0.98,1258.0,143.3,119.8,2.315,2.046,1.731,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190105,2019-01-05,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1080.0,418.9,0.24,416.6,0.02,0.37,17.6,2.96,2.553,3.214,3.571,6.78,0.33,1697.6,653.2,1.682963953E8,3.48,3.137,4.358,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190105,2019-01-05,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,655.5,67.8,0.51,69.5,0.08,1.84,22.6,2.134,1.746,1.112,4.818,11.471,1.41,1331.1,141.8,120.9,2.288,2.016,1.64,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190110,2019-01-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,673.3,70.8,0.62,70.9,0.09,1.39,18.9,2.137,1.754,1.13,4.816,13.225,0.92,1300.3,138.6,119.6,2.457,2.179,2.0,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190110,2019-01-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1090.2,407.4,0.23,414.9,0.02,0.34,18.0,2.975,2.588,3.121,3.348,6.182,0.28,1600.4,574.4,2.029336782E8,4.291,3.66,5.479,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190119,2019-01-19,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,,,,,,,,,,,,,,,,,,,,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_64chBay2_20190119,2019-01-19,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1071.7,422.3,0.21,414.3,0.02,0.31,19.7,2.943,2.538,3.178,3.51,6.474,0.28,,,,,,,,AWP166038,AGAR_ABCD07
